UsedNew,City,State,Year,Make,Model,Trim,BodyStyle,StockNumber,VIN,Mileage,Price,Engine,Tramsission,Color,Interior,Comment,Options,LotPrice,MSRP,Invoice,ImageURLs,Certified,ModelCode,AutoID,InternetSpecial,InventoryDate,CarfaxOneOwner,CarfaxAvailable,VideoPlayerUrl,VideoEmbedUrl,LastUpdated,Custom1,Custom2,Custom3,Custom4,Custom5,LastPhotoUpdateUtc,Doors,ModelSeries,EngineCylinders,MPG_City,MPG_Highway,Fuel_Type,Cab_Type,Cost,ComparePrice,DriveTrain,VehicleDetailsPage 
U,Naples,FL,2013,Ford,Fusion,SE,Sedan,160250A,3FA6P0HR4DR153453,21022,15789,1.6L 4 cyls,,,,,", 1.6 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning, Audio controls on steering wheel, Bluetooth, Center Console - Full with covered storage, Chrome grill, Clock - In-radio display, Compass, Dusk sensing headlights, External temperature display, Front seat type - Bucket, Front-wheel drive, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver and passenger, Multi-function remote - Trunk/hatch/door/tailgate  windows, Overhead console - Mini with storage, Passenger Airbag, Power door locks, Power heated mirrors, Power windows with 4 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Remote window operation, Signal mirrors - Turn signal in mirrors, Speed sensitive window wipers, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Transmission hill holder, Trip computer, Video Monitor Location - Front",0,0,0,,N,P,32457628,N,12/21/15,N,Y,,,1/8/16,,,,,,,4,,4,,,Gas,,14052,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32457628
N,Naples,FL,2016,Toyota,Tacoma,TRD Off Road V6,Truck,160355,5TFAZ5CN5GX006568,0,33853,3.5L V6,Automatic 6-Speed,Inferno,Blk/Oran Fabric (Fd),"Optional equipment includes: Premium & Technology Package, Towing Package...Standard features include: Navigation system, Bluetooth, Remote power door locks, Power windows with 1 one-touch, Automatic Transmission, 4-wheel ABS brakes, Air conditioning, Cruise control, Audio controls on steering wheel, Traction control - ABS and driveline, Head airbags - Curtain 1st and 2nd row, Passenger Airbag, Power mirrors, Tilt and telescopic steering wheel, 278 hp horsepower, 3.5 liter V6 DOHC engine, 4 Doors, Fuel economy EPA highway (mpg): 24 and EPA city (mpg): 19, Rear-wheel drive, Front fog/driving lights, Tachometer, Compass, External temperature display, Overhead console - Mini with storage, Speed-proportional power steering, Video Monitor Location - Front, Signal mirrors - Turn signal in mirrors, Tire pressure monitoring system, Daytime running lights, Front seat type - Bucket, Split-bench rear seats, Intermittent window wipers, Pickup Bed Type - Regular composite, Privacy/tinted glass, AC power outlet - 1, Clock - In-radio display, Keyless Ignition - Doors and push button start, Limited slip differential - Brake actuated, Bed Length - 60.5 ', Descent Control - Hill descent control...Safety equipment includes: ABS, Traction control, Curtain airbags, Passenger Airbag, Front fog/driving lights...Other features include: Navigation, Bluetooth, Power locks, Power windows, Auto...","Premium & Technology Package, Towing Package, 278 hp horsepower, 3.5 liter V6 DOHC engine, 4 Doors, 4-wheel ABS brakes, AC power outlet - 1, Air conditioning, Audio controls on steering wheel, Automatic Transmission, Bed Length - 60.5 ', Bluetooth, Clock - In-radio display, Compass, Cruise control, Daytime running lights, Descent Control - Hill descent control, External temperature display, Front fog/driving lights, Front seat type - Bucket, Fuel economy EPA highway (mpg): 24 and EPA city (mpg): 19, Head airbags - Curtain 1st and 2nd row, Intermittent window wipers, Keyless Ignition - Doors and push button start, Limited slip differential - Brake actuated, Navigation system, Overhead console - Mini with storage, Passenger Airbag, Pickup Bed Type - Regular composite, Power mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear-wheel drive, Remote power door locks, Signal mirrors - Turn signal in mirrors, Speed-proportional power steering, Split-bench rear seats, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Video Monitor Location - Front",35708,35708,33853,"http://akimage.vinsolutions.com/v/366940000/366949017/r640,http://akimage.vinsolutions.com/v/366940000/366949019/r640,http://akimage.vinsolutions.com/v/366940000/366949021/r640",N,7150,32367040,N,12/29/15,N,N,,,1/6/16,,,,,,12/26/15 17:52,4,,6,19,24,Gas,Double Cab,35394,0,RWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32367040
N,Naples,FL,2016,Toyota,4Runner,Limited,SUV,160357,JTEZU5JR7G5117444,0,41239,4.0L V6,Automatic 5-Speed,Blizzard Pearl,Blk Leather,"Optional equipment includes: Special Color - Blizzard Pearl, Sliding Rear Cargo Deck...Standard features include: Leather seats, Navigation system - With voice activation, Bluetooth, Remote power door locks, Power windows with 4 one-touch, Heated drivers seat, Sunroof - Express open/close glass, Automatic Transmission, 4-wheel ABS brakes, Air conditioning with dual zone climate control, Cruise control, Audio controls on steering wheel, Universal remote transmitter, Traction control - ABS and driveline, Driver and passenger memory seats, Memory settings for 2 drivers, Multi-function remote - Windows, sunroof/convertible roof, 4 liter V6 DOHC engine, Heated passenger seat, Power heated mirrors, Tilt and telescopic steering wheel, 8-way power adjustable drivers seat, Head airbags - Curtain 1st, 2nd and 3rd row, Passenger Airbag, 270 hp horsepower, 4 Doors, Fuel economy EPA highway (mpg): 22 and EPA city (mpg): 17, Rear-wheel drive, Remote window operation, Front fog/driving lights, Tachometer, Compass, External temperature display, Clock - In-dash, Rear spoiler - Lip, Skid plates - 2, AC power outlet - 1, Trip computer, Overhead console - Mini with storage...Safety equipment includes: ABS, Traction control, Curtain airbags, Passenger Airbag, Front fog/driving lights...Other features include: Leather seats, Navigation, Bluetooth, Power locks, Power windows...","Special Color - Blizzard Pearl, Sliding Rear Cargo Deck, 270 hp horsepower, 4 Doors, 4 liter V6 DOHC engine, 4-wheel ABS brakes, 8-way power adjustable drivers seat, AC power outlet - 1, Air conditioning with dual zone climate control, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-dash, Compass, Cruise control, Driver and passenger memory seats, External temperature display, Front fog/driving lights, Fuel economy EPA highway (mpg): 22 and EPA city (mpg): 17, Head airbags - Curtain 1st  2nd and 3rd row, Heated drivers seat, Heated passenger seat, Leather seats, Memory settings for 2 drivers, Multi-function remote - Windows  sunroof/convertible roof, Navigation system - With voice activation, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power windows with 4 one-touch, Rear spoiler - Lip, Rear-wheel drive, Remote power door locks, Remote window operation, Skid plates - 2, Sunroof - Express open/close glass, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Trip computer, Universal remote transmitter",43603,43603,41239,"http://akimage.vinsolutions.com/v/366940000/366948988/r640,http://akimage.vinsolutions.com/v/366940000/366948995/r640,http://akimage.vinsolutions.com/v/366940000/366948999/r640",N,8648,32367042,N,12/29/15,N,N,,,1/6/16,,,,,,12/26/15 17:52,4,,6,17,22,Gas,,42802,0,RWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32367042
U,Naples,FL,2015,Kia,Soul,Base,Hatchback,160184A,KNDJN2A25F7118031,19743,15988,1.6L 4 cyls,Automatic,Clear White,,,", 1.6 L liter inline 4 cylinder DOHC engine with variable valve timing, 130 hp horsepower, 4 Doors, 4-wheel ABS brakes, Air conditioning, Audio controls on steering wheel, Bluetooth, Center Console - Full with covered storage, Clock - In-radio display, External temperature display, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 30 and EPA city (mpg): 24, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Overhead console - Mini with storage, Passenger Airbag, Power mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Rear wiper, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Transmission hill holder, Trip computer",0,0,0,"http://akimage.vinsolutions.com/v/370650000/370654312/r640,http://akimage.vinsolutions.com/v/370650000/370654343/r640,http://akimage.vinsolutions.com/v/370650000/370654359/r640,http://akimage.vinsolutions.com/v/370650000/370654389/r640,http://akimage.vinsolutions.com/v/370650000/370654414/r640,http://akimage.vinsolutions.com/v/370650000/370654460/r640,http://akimage.vinsolutions.com/v/370650000/370654522/r640,http://akimage.vinsolutions.com/v/370650000/370654543/r640,http://akimage.vinsolutions.com/v/370650000/370654570/r640,http://akimage.vinsolutions.com/v/370650000/370654608/r640,http://akimage.vinsolutions.com/v/370650000/370654651/r640,http://akimage.vinsolutions.com/v/370650000/370654671/r640,http://akimage.vinsolutions.com/v/370650000/370654731/r640,http://akimage.vinsolutions.com/v/370650000/370654799/r640,http://akimage.vinsolutions.com/v/370650000/370654836/r640,http://akimage.vinsolutions.com/v/370650000/370654863/r640,http://akimage.vinsolutions.com/v/370650000/370654888/r640,http://akimage.vinsolutions.com/v/370650000/370654914/r640",N,P,32457624,N,12/17/15,Y,Y,,,1/8/16,,,,,,1/8/16 8:23,4,,4,24,30,Gas,,14572,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32457624
U,Naples,FL,2014,Toyota,Tundra,SR 4.6L V8,Truck,160202A,5TFRM5F1XEX069074,21413,31977,4.6L V8,Automatic 6-Speed,Super White,,,,0,0,0,"http://akimage.vinsolutions.com/v/370650000/370654323/r640,http://akimage.vinsolutions.com/v/370650000/370654342/r640,http://akimage.vinsolutions.com/v/370650000/370654362/r640,http://akimage.vinsolutions.com/v/370650000/370654393/r640,http://akimage.vinsolutions.com/v/370650000/370654407/r640,http://akimage.vinsolutions.com/v/370650000/370654427/r640,http://akimage.vinsolutions.com/v/370650000/370654461/r640,http://akimage.vinsolutions.com/v/370650000/370654494/r640,http://akimage.vinsolutions.com/v/370650000/370654545/r640,http://akimage.vinsolutions.com/v/370650000/370654582/r640,http://akimage.vinsolutions.com/v/370650000/370654609/r640,http://akimage.vinsolutions.com/v/370650000/370654649/r640,http://akimage.vinsolutions.com/v/370650000/370654668/r640,http://akimage.vinsolutions.com/v/370650000/370654698/r640,http://akimage.vinsolutions.com/v/370650000/370654737/r640,http://akimage.vinsolutions.com/v/370650000/370654748/r640,http://akimage.vinsolutions.com/v/370650000/370654768/r640,http://akimage.vinsolutions.com/v/370650000/370654822/r640",N,T,32457626,N,12/22/15,Y,Y,,,1/8/16,,,,,,1/8/16 8:23,4,,8,15,20,Gas,CrewMax,28596,0,RWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32457626
N,Naples,FL,2016,Toyota,Prius v,Five,Wagon,160359,JTDZN3EU7GJ047388,0,33778,1.8L 4 cyls Hybrid,CVT (Continuously Variable),Blizzard Pearl,Ash Softex Seat Trim,"Optional equipment includes: Advanced Technology Package, Special Color - Blizzard Pearl...Standard features include: Navigation system - With voice activation, Bluetooth, Remote power door locks, Power windows with 4 one-touch, Heated drivers seat, CVT Transmission, 4-wheel ABS brakes, Air conditioning with climate control, Audio controls on steering wheel, Universal remote transmitter, Traction control - ABS and driveline, 1.8 liter inline 4 cylinder DOHC engine, Head airbags - Curtain 1st and 2nd row, Passenger Airbag, 8-way power adjustable drivers seat, Heated passenger seat, Tilt and telescopic steering wheel, Power heated mirrors, 98 hp horsepower, 4 Doors, Front-wheel drive, Fuel economy EPA highway (mpg): 40 and EPA city (mpg): 44, Front fog/driving lights, External temperature display, Overhead console - Mini with storage, Power steering, Steering Wheel Air Conditioning Controls, Trip computer, Video Monitor Location - Front, Reclining rear seats, Split-bench rear seats, Intermittent window wipers, Privacy/tinted glass, Rear spoiler - Lip, Rear wiper, Climate controlled - Driver and passenger heated-cushion, driver and passenger heated-seatback, Front seat type - Bucket, Clock - In-dash, Self-leveling headlights - Self-leveling...Safety equipment includes: ABS, Traction control, Curtain airbags, Passenger Airbag, Front fog/driving lights...Other features include: Navigation, Bluetooth, Power locks, Power windows, Heated seats...","Advanced Technology Package, Special Color - Blizzard Pearl, 1.8 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, 98 hp horsepower, Air conditioning with climate control, Audio controls on steering wheel, Bluetooth, Climate controlled - Driver and passenger heated-cushion  driver and passenger heated-seatback, Clock - In-dash, CVT Transmission, External temperature display, Front fog/driving lights, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 40 and EPA city (mpg): 44, Head airbags - Curtain 1st and 2nd row, Heated drivers seat, Heated passenger seat, Intermittent window wipers, Navigation system - With voice activation, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power steering, Power windows with 4 one-touch, Privacy/tinted glass, Rear spoiler - Lip, Rear wiper, Reclining rear seats, Remote power door locks, Self-leveling headlights - Self-leveling, Split-bench rear seats, Steering Wheel Air Conditioning Controls, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Trip computer, Universal remote transmitter, Video Monitor Location - Front",36538,36538,34778,"http://akimage.vinsolutions.com/v/366940000/366948956/r640,http://akimage.vinsolutions.com/v/366940000/366948961/r640,http://akimage.vinsolutions.com/v/366940000/366948965/r640",N,1249,32367044,N,12/29/15,N,N,,,1/8/16,,,,,,12/26/15 17:52,4,,4,44,40,Hybrid,,36296,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32367044
N,Naples,FL,2016,Toyota,Camry,LE,Sedan,160360,4T1BF1FK1GU558816,0,21829,2.5L 4 cyls,Automatic 6-Speed,Ruby Flare Pearl,Ash Fabric Seat Trim,Price includes: $750 - SETF College Grad Program - Southeast. Exp. 02/01,"Special Color, 16' Alloy Wheels, 178 hp horsepower, 2.5 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Center Console - Full with covered storage, Clock - In-dash, Cruise control, Daytime running lights, Dusk sensing headlights, External temperature display, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 35 and EPA city (mpg): 25, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver and passenger, Multi-function remote - Trunk/hatch/door/tailgate, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power windows with 2 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Remote power door locks, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Trip computer, Video Monitor Location - Front",25613,25613,24079,"http://akimage.vinsolutions.com/v/366940000/366948968/r640,http://akimage.vinsolutions.com/v/366940000/366948974/r640,http://akimage.vinsolutions.com/v/366940000/366948976/r640",N,2532,32367045,N,12/28/15,N,N,,,1/8/16,,,,,,12/26/15 17:52,4,,4,25,35,Gas,,25820,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32367045
N,Naples,FL,2016,Toyota,Avalon,XLE Touring,Sedan,160361,4T1BK1EB9GU204698,0,35456,3.5L V6,Automatic 6-Speed,Celestial Silver Metallic,Lt Gry Leather,"Standard features include: Leather seats, Navigation system - With voice activation, Bluetooth, Remote power door locks, Power windows with 4 one-touch, Heated drivers seat, Sunroof - Express open/close glass, Automatic Transmission, 4-wheel ABS brakes, Air conditioning with dual zone climate control, Cruise control, Audio controls on steering wheel, Universal remote transmitter, Traction control - ABS and driveline, Driver memory seats, Memory settings for 2 drivers, Multi-function remote - Trunk/hatch/door/tailgate, Power heated mirrors, Heated passenger seat, 8-way power adjustable drivers seat, Passenger Airbag, Head airbags - Curtain 1st and 2nd row, Tilt and telescopic steering wheel, 268 hp horsepower, 3.5 liter V6 DOHC engine, 4 Doors, Front-wheel drive, Fuel economy EPA highway (mpg): 31 and EPA city (mpg): 21, Tachometer, External temperature display, Compass, Steering Wheel Air Conditioning Controls, Interior air filtration, Clock - In-dash, Keyless Ignition - Doors and push button start, Tire pressure monitoring system, Knee airbags - Driver and passenger, Daytime running lights, Stability control, Trip computer...Safety equipment includes: ABS, Traction control, Curtain airbags, Passenger Airbag, Stability control...Other features include: Leather seats, Navigation, Bluetooth, Power locks, Power windows...",", 268 hp horsepower, 3.5 liter V6 DOHC engine, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning with dual zone climate control, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-dash, Compass, Cruise control, Daytime running lights, Driver memory seats, External temperature display, Front-wheel drive, Fuel economy EPA highway (mpg): 31 and EPA city (mpg): 21, Head airbags - Curtain 1st and 2nd row, Heated drivers seat, Heated passenger seat, Interior air filtration, Keyless Ignition - Doors and push button start, Knee airbags - Driver and passenger, Leather seats, Memory settings for 2 drivers, Multi-function remote - Trunk/hatch/door/tailgate, Navigation system - With voice activation, Passenger Airbag, Power heated mirrors, Power windows with 4 one-touch, Remote power door locks, Stability control, Steering Wheel Air Conditioning Controls, Sunroof - Express open/close glass, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Trip computer, Universal remote transmitter",38923,38923,35956,"http://akimage.vinsolutions.com/v/366940000/366948967/r640,http://akimage.vinsolutions.com/v/366940000/366948973/r640,http://akimage.vinsolutions.com/v/366940000/366948975/r640",N,3548,32367046,N,12/28/15,N,N,,,1/8/16,,,,,,12/26/15 17:52,4,,6,21,31,Gas,,37431,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32367046
N,Miami,FL,2016,Toyota,RAV4,Limited,SUV,160362,JTMNFREV2GJ067927,0,31815,2.5L 4 cyls,Automatic 6-Speed,Super White,Blk Softex,"Optional equipment includes: Advanced Technology Package, Tonneau Cover...Standard features include: Navigation system - With voice activation, Bluetooth, Remote power door locks, Power windows with 1 one-touch, Heated drivers seat, Sunroof - Express open/close glass, Automatic Transmission, 4-wheel ABS brakes, Air conditioning with dual zone climate control, Adaptive cruise control, Universal remote transmitter, Audio controls on steering wheel, Traction control - ABS and driveline, Driver memory seats, Memory settings for 2 drivers, Tilt and telescopic steering wheel, Multi-function remote - Trunk/hatch/door/tailgate, Power heated mirrors, Heated passenger seat, 8-way power adjustable drivers seat, Passenger Airbag, Head airbags - Curtain 1st and 2nd row, 176 hp horsepower, 2.5 L liter inline 4 cylinder DOHC engine with variable valve timing, Fuel economy EPA highway (mpg): 29 and EPA city (mpg): 22, 4 Doors, All-wheel drive, Front fog/driving lights, External temperature display, Compass, Tachometer, Trip computer, Interior air filtration, Clock - In-dash, Rear spoiler - Lip, Rear wiper, Knee airbags - Driver, Stability control, Transmission hill holder...Safety equipment includes: ABS, Traction control, Curtain airbags, Passenger Airbag, Front fog/driving lights...Other features include: Navigation, Bluetooth, Power locks, Power windows, Heated seats...","Advanced Technology Package, Tonneau Cover, 176 hp horsepower, 2.5 L liter inline 4 cylinder DOHC engine with variable valve timing, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Adaptive cruise control, Air conditioning with dual zone climate control, All-wheel drive, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-dash, Compass, Driver memory seats, External temperature display, Front fog/driving lights, Fuel economy EPA highway (mpg): 29 and EPA city (mpg): 22, Head airbags - Curtain 1st and 2nd row, Heated drivers seat, Heated passenger seat, Interior air filtration, Knee airbags - Driver, Memory settings for 2 drivers, Multi-function remote - Trunk/hatch/door/tailgate, Navigation system - With voice activation, Passenger Airbag, Power heated mirrors, Power windows with 1 one-touch, Rear spoiler - Lip, Rear wiper, Remote power door locks, Stability control, Sunroof - Express open/close glass, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Transmission hill holder, Trip computer, Universal remote transmitter",34019,34019,32565,,N,4470,32367047,N,12/29/15,N,N,,,1/8/16,,,,,,,4,,4,22,29,Gas,,34233,0,AWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32367047
N,Naples,FL,2016,Toyota,Highlander,Limited V6,SUV,160363,5TDYKRFH4GS127419,0,41562,3.5L V6,Automatic 6-Speed,Blizzard Pearl,Almond Lthr,"Optional equipment includes: Driver Technology Package, Special Color...Standard features include: Leather seats, Navigation system - With voice activation, Bluetooth, Remote power door locks, Power windows with 4 one-touch, Sunroof - Express open/close glass, Heated drivers seat, Automatic Transmission, 4-wheel ABS brakes, Rear air conditioning - With separate controls, Air conditioning with dual zone climate control, Universal remote transmitter, Audio controls on steering wheel, Traction control - ABS and driveline, Driver memory seats, Memory settings for 2 drivers, Power heated mirrors, Multi-function remote - Trunk/hatch/door/tailgate, Tilt and telescopic steering wheel, 10-way power adjustable drivers seat, Heated passenger seat, Head airbags - Curtain 1st, 2nd and 3rd row, Passenger Airbag, 270 hp horsepower, 3.5 liter V6 DOHC engine, Front-wheel drive, Fuel economy EPA highway (mpg): 25 and EPA city (mpg): 19, 4 Doors, Front fog/driving lights, External temperature display, Tachometer, Power Activated Trunk/Hatch - Power liftgate, Trip computer, Interior air filtration, Clock - In-dash, Rear spoiler - Lip, Rear wiper, Stability control, Knee airbags - Driver, Transmission hill holder...Safety equipment includes: ABS, Traction control, Curtain airbags, Passenger Airbag, Front fog/driving lights...Other features include: Leather seats, Navigation, Bluetooth, Power locks, Power windows...","Driver Technology Package, Special Color, 10-way power adjustable drivers seat, 270 hp horsepower, 3.5 liter V6 DOHC engine, 4 Doors, 4-wheel ABS brakes, Air conditioning with dual zone climate control, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-dash, Driver memory seats, External temperature display, Front fog/driving lights, Front-wheel drive, Fuel economy EPA highway (mpg): 25 and EPA city (mpg): 19, Head airbags - Curtain 1st  2nd and 3rd row, Heated drivers seat, Heated passenger seat, Interior air filtration, Knee airbags - Driver, Leather seats, Memory settings for 2 drivers, Multi-function remote - Trunk/hatch/door/tailgate, Navigation system - With voice activation, Passenger Airbag, Power Activated Trunk/Hatch - Power liftgate, Power heated mirrors, Power windows with 4 one-touch, Rear air conditioning - With separate controls, Rear spoiler - Lip, Rear wiper, Remote power door locks, Stability control, Sunroof - Express open/close glass, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Transmission hill holder, Trip computer, Universal remote transmitter",44617,44617,41562,"http://akimage.vinsolutions.com/v/366940000/366949024/r640,http://akimage.vinsolutions.com/v/366940000/366949027/r640,http://akimage.vinsolutions.com/v/366940000/366949029/r640",N,6954,32367048,N,12/29/15,N,N,,,1/6/16,,,,,,12/26/15 17:52,4,,6,19,25,Gas,,42916,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32367048
N,Naples,FL,2016,Toyota,RAV4,Limited,SUV,160366,JTMYFREVXGJ067879,0,33141,2.5L 4 cyls,Automatic 6-Speed,Blizzard Pearl,Ash Softex Seat Trim,"Optional equipment includes: Advanced Technology Package, Tonneau Cover...Standard features include: Navigation system - With voice activation, Bluetooth, Remote power door locks, Power windows with 1 one-touch, Heated drivers seat, Sunroof - Express open/close glass, Automatic Transmission, 4-wheel ABS brakes, Air conditioning with dual zone climate control, Adaptive cruise control, Audio controls on steering wheel, Universal remote transmitter, Traction control - ABS and driveline, Driver memory seats, Memory settings for 2 drivers, Multi-function remote - Trunk/hatch/door/tailgate, Power heated mirrors, Tilt and telescopic steering wheel, 8-way power adjustable drivers seat, Heated passenger seat, 176 hp horsepower, 2.5 liter inline 4 cylinder DOHC engine, Head airbags - Curtain 1st and 2nd row, Passenger Airbag, 4 Doors, Front-wheel drive, Fuel economy EPA highway (mpg): 31 and EPA city (mpg): 24, Front fog/driving lights, Tachometer, Compass, External temperature display, Interior air filtration, Clock - In-dash, Rear spoiler - Lip, Rear wiper, Trip computer, Signal mirrors - Turn signal in mirrors, Stability control, Knee airbags - Driver, Transmission hill holder...Safety equipment includes: ABS, Traction control, Passenger Airbag, Curtain airbags, Front fog/driving lights...Other features include: Navigation, Bluetooth, Power locks, Power windows, Heated seats...","Advanced Technology Package, Tonneau Cover, 176 hp horsepower, 2.5 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Adaptive cruise control, Air conditioning with dual zone climate control, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-dash, Compass, Driver memory seats, External temperature display, Front fog/driving lights, Front-wheel drive, Fuel economy EPA highway (mpg): 31 and EPA city (mpg): 24, Head airbags - Curtain 1st and 2nd row, Heated drivers seat, Heated passenger seat, Interior air filtration, Knee airbags - Driver, Memory settings for 2 drivers, Multi-function remote - Trunk/hatch/door/tailgate, Navigation system - With voice activation, Passenger Airbag, Power heated mirrors, Power windows with 1 one-touch, Rear spoiler - Lip, Rear wiper, Remote power door locks, Signal mirrors - Turn signal in mirrors, Stability control, Sunroof - Express open/close glass, Tachometer, Tilt and telescopic steering wheel, Traction control - ABS and driveline, Transmission hill holder, Trip computer, Universal remote transmitter",35463,35463,33891,,N,4450,32427257,N,12/29/15,N,N,,,1/8/16,,,,,,,4,,4,24,31,Gas,,35438,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32427257
N,Naples,FL,2016,Toyota,Camry,SE,Sedan,160367,4T1BF1FK7GU169954,195,20768,2.5L 4 cyls,Automatic 6-Speed,Predawn Gray Mica,Ash/Blk Sprt Softex-Trim,Price includes: $750 - SETF College Grad Program - Southeast. Exp. 02/01,"Toyoguard Elite (XY8), 178 hp horsepower, 2.5 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning, Audio controls on steering wheel, Automatic Transmission, Bluetooth, Clock - In-dash, Cruise control, Daytime running lights, Dusk sensing headlights, External temperature display, Front seat type - Sport, Front-wheel drive, Fuel economy EPA highway (mpg): 35 and EPA city (mpg): 25, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Knee airbags - Driver and passenger, Multi-function remote - Trunk/hatch/door/tailgate, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power windows with 2 one-touch, Privacy/tinted glass, Rear bench seats, Rear spoiler - Lip, Remote power door locks, Speed-proportional power steering, Stability control, Tachometer, Tilt and telescopic steering wheel, Tire pressure monitoring system, Traction control - ABS and driveline, Transmission controls on steering wheel - Gear shift controls, Trip computer, Video Monitor Location - Front",25713,25713,23018,"http://akimage.vinsolutions.com/v/368470000/368477636/r640,http://akimage.vinsolutions.com/v/368470000/368477638/r640,http://akimage.vinsolutions.com/v/368470000/368477641/r640",N,2546,32427258,N,12/29/15,N,N,,,1/8/16,,,,,,1/1/16 0:54,4,,4,25,35,Gas,,25590,0,FWD,http://treasurecoasttoyotaofstuart.com/auto/vd/32427258
